objectPath,objectName,objectType,id
/Explore/AmazonS3,JSONParser,AI_SERVICE_CONNECTOR,53yOdPzS6KegSeu6PXc8an
/Explore,AmazonS3,Project,ljx5uG3n7EZj13kyySM9ml
