objectPath,objectName,objectType,id
/Explore/DEP_PCG/DEP_PCG_ED_CORR_PROD_STIP_DETAILS,p_API_ssvr_Loan_Stipdetails_Mailroom,PROCESS,5GCLczCvYE0eW9P8vUSSGg
/Explore,DEP_PCG,Project,7OvoKgtbVkMf38oTv6GaAC
/Explore/DEP_PCG,DEP_PCG_ED_CORR_PROD_STIP_DETAILS,Folder,jIhqvjytykndjvZaEUEagz
